nodes,techs,costs,timesteps,cost_operation_variable
region1_2,csp,monetary,2005-01-04 23:00:00,0.0
region1_2,csp,monetary,2005-01-05 00:00:00,0.0
region1_2,csp,monetary,2005-01-05 01:00:00,0.0
region1_2,csp,monetary,2005-01-05 02:00:00,0.0
region1_2,csp,monetary,2005-01-05 03:00:00,0.0
region1_2,csp,monetary,2005-01-05 04:00:00,0.0
region1_2,csp,monetary,2005-01-05 05:00:00,0.0
region1_2,csp,monetary,2005-01-05 06:00:00,0.0
region1_2,csp,monetary,2005-01-05 07:00:00,0.0
region1_2,csp,monetary,2005-01-05 08:00:00,0.0
region1_2,csp,monetary,2005-01-05 09:00:00,0.0
region1_2,csp,monetary,2005-01-05 10:00:00,0.0
region1_2,csp,monetary,2005-01-05 11:00:00,0.0
region1_2,csp,monetary,2005-01-05 12:00:00,0.0
region1_2,csp,monetary,2005-01-05 13:00:00,0.0
region1_2,csp,monetary,2005-01-05 14:00:00,0.0
region1_2,csp,monetary,2005-01-05 15:00:00,0.0
region1_2,csp,monetary,2005-01-05 16:00:00,0.0
region1_2,csp,monetary,2005-01-05 17:00:00,0.0
region1_2,csp,monetary,2005-01-05 18:00:00,0.0
region1_2,csp,monetary,2005-01-05 19:00:00,0.0
region1_2,csp,monetary,2005-01-05 20:00:00,0.0
region1_2,csp,monetary,2005-01-05 21:00:00,0.0
region1_2,csp,monetary,2005-01-05 22:00:00,0.0
region1_2,csp,monetary,2005-01-05 23:00:00,0.0
region1_3,csp,monetary,2005-01-01 00:00:00,0.0
region1_3,csp,monetary,2005-01-01 01:00:00,0.0
region1_3,csp,monetary,2005-01-01 02:00:00,0.0
region1_3,csp,monetary,2005-01-01 03:00:00,0.0
region1_3,csp,monetary,2005-01-01 04:00:00,0.0
region1_3,csp,monetary,2005-01-01 05:00:00,0.0
region1_3,csp,monetary,2005-01-01 06:00:00,0.0
region1_3,csp,monetary,2005-01-01 07:00:00,0.0
region1_3,csp,monetary,2005-01-01 08:00:00,0.0
region1_3,csp,monetary,2005-01-01 09:00:00,0.0
region1_3,csp,monetary,2005-01-01 10:00:00,0.0
region1_3,csp,monetary,2005-01-01 11:00:00,0.0
region1_3,csp,monetary,2005-01-01 12:00:00,0.0
region1_3,csp,monetary,2005-01-01 13:00:00,0.0
region1_3,csp,monetary,2005-01-01 14:00:00,0.0
region1_3,csp,monetary,2005-01-01 15:00:00,0.0
region1_3,csp,monetary,2005-01-01 16:00:00,0.0
region1_3,csp,monetary,2005-01-01 17:00:00,0.0
region1_3,csp,monetary,2005-01-01 18:00:00,0.0
region1_3,csp,monetary,2005-01-01 19:00:00,0.0
region1_3,csp,monetary,2005-01-01 20:00:00,0.0
region1_3,csp,monetary,2005-01-01 21:00:00,0.0
region1_3,csp,monetary,2005-01-01 22:00:00,0.0
region1_3,csp,monetary,2005-01-01 23:00:00,0.0
region1_3,csp,monetary,2005-01-02 00:00:00,0.0
region1_3,csp,monetary,2005-01-02 01:00:00,0.0
region1_3,csp,monetary,2005-01-02 02:00:00,0.0
region1_3,csp,monetary,2005-01-02 03:00:00,0.0
region1_3,csp,monetary,2005-01-02 04:00:00,0.0
region1_3,csp,monetary,2005-01-02 05:00:00,0.0
region1_3,csp,monetary,2005-01-02 06:00:00,0.0
region1_3,csp,monetary,2005-01-02 07:00:00,0.0
region1_3,csp,monetary,2005-01-02 08:00:00,0.0
region1_3,csp,monetary,2005-01-02 09:00:00,0.0
region1_3,csp,monetary,2005-01-02 10:00:00,0.0
region1_3,csp,monetary,2005-01-02 11:00:00,0.0
region1_3,csp,monetary,2005-01-02 12:00:00,0.0
region1_3,csp,monetary,2005-01-02 13:00:00,0.0
region1_3,csp,monetary,2005-01-02 14:00:00,0.0
region1_3,csp,monetary,2005-01-02 15:00:00,0.0
region1_3,csp,monetary,2005-01-02 16:00:00,0.13257976400000002
region1_3,csp,monetary,2005-01-02 17:00:00,0.073330824
region1_3,csp,monetary,2005-01-02 18:00:00,0.0
region1_3,csp,monetary,2005-01-02 19:00:00,0.0
region1_3,csp,monetary,2005-01-02 20:00:00,0.0
region1_3,csp,monetary,2005-01-02 21:00:00,0.0
region1_3,csp,monetary,2005-01-02 22:00:00,0.0
region1_3,csp,monetary,2005-01-02 23:00:00,0.0
region1_3,csp,monetary,2005-01-03 00:00:00,0.0
region1_3,csp,monetary,2005-01-03 01:00:00,0.0
region1_3,csp,monetary,2005-01-03 02:00:00,0.0
region1_3,csp,monetary,2005-01-03 03:00:00,0.0
region1_3,csp,monetary,2005-01-03 04:00:00,0.0
region1_3,csp,monetary,2005-01-03 05:00:00,0.0
region1_3,csp,monetary,2005-01-03 06:00:00,0.0
region1_3,csp,monetary,2005-01-03 07:00:00,0.0
region1_3,csp,monetary,2005-01-03 08:00:00,0.0
region1_3,csp,monetary,2005-01-03 09:00:00,0.0
region1_3,csp,monetary,2005-01-03 10:00:00,0.0
region1_3,csp,monetary,2005-01-03 11:00:00,0.0
region1_3,csp,monetary,2005-01-03 12:00:00,0.0
region1_3,csp,monetary,2005-01-03 13:00:00,0.0
region1_3,csp,monetary,2005-01-03 14:00:00,0.0
region1_3,csp,monetary,2005-01-03 15:00:00,0.43451481999999997
region1_3,csp,monetary,2005-01-03 16:00:00,3.4286118
region1_3,csp,monetary,2005-01-03 17:00:00,2.8021628
region1_3,csp,monetary,2005-01-03 18:00:00,0.0
region1_3,csp,monetary,2005-01-03 19:00:00,0.0
region1_3,csp,monetary,2005-01-03 20:00:00,0.0
region1_3,csp,monetary,2005-01-03 21:00:00,0.0
region1_3,csp,monetary,2005-01-03 22:00:00,0.0
region1_3,csp,monetary,2005-01-03 23:00:00,0.0
region1_3,csp,monetary,2005-01-04 00:00:00,0.0
region1_3,csp,monetary,2005-01-04 01:00:00,0.0
region1_3,csp,monetary,2005-01-04 02:00:00,0.0
region1_3,csp,monetary,2005-01-04 03:00:00,0.0
region1_3,csp,monetary,2005-01-04 04:00:00,0.0
region1_3,csp,monetary,2005-01-04 05:00:00,0.0
region1_3,csp,monetary,2005-01-04 06:00:00,0.0
region1_3,csp,monetary,2005-01-04 07:00:00,0.0
region1_3,csp,monetary,2005-01-04 08:00:00,0.0
region1_3,csp,monetary,2005-01-04 09:00:00,0.0
region1_3,csp,monetary,2005-01-04 10:00:00,0.0
region1_3,csp,monetary,2005-01-04 11:00:00,0.0
region1_3,csp,monetary,2005-01-04 12:00:00,0.0
region1_3,csp,monetary,2005-01-04 13:00:00,0.0
region1_3,csp,monetary,2005-01-04 14:00:00,0.0
region1_3,csp,monetary,2005-01-04 15:00:00,1.32462682
region1_3,csp,monetary,2005-01-04 16:00:00,4.4176678
region1_3,csp,monetary,2005-01-04 17:00:00,3.8673468
region1_3,csp,monetary,2005-01-04 18:00:00,0.32251764
region1_3,csp,monetary,2005-01-04 19:00:00,0.0
region1_3,csp,monetary,2005-01-04 20:00:00,0.0
region1_3,csp,monetary,2005-01-04 21:00:00,0.0
region1_3,csp,monetary,2005-01-04 22:00:00,0.0
region1_3,csp,monetary,2005-01-04 23:00:00,0.0
region1_3,csp,monetary,2005-01-05 00:00:00,0.0
region1_3,csp,monetary,2005-01-05 01:00:00,0.0
region1_3,csp,monetary,2005-01-05 02:00:00,0.0
region1_3,csp,monetary,2005-01-05 03:00:00,0.0
region1_3,csp,monetary,2005-01-05 04:00:00,0.0
region1_3,csp,monetary,2005-01-05 05:00:00,0.0
region1_3,csp,monetary,2005-01-05 06:00:00,0.0
region1_3,csp,monetary,2005-01-05 07:00:00,0.0
region1_3,csp,monetary,2005-01-05 08:00:00,0.0
region1_3,csp,monetary,2005-01-05 09:00:00,0.0
region1_3,csp,monetary,2005-01-05 10:00:00,0.0
region1_3,csp,monetary,2005-01-05 11:00:00,0.0
region1_3,csp,monetary,2005-01-05 12:00:00,0.0
region1_3,csp,monetary,2005-01-05 13:00:00,0.0
region1_3,csp,monetary,2005-01-05 14:00:00,0.0
region1_3,csp,monetary,2005-01-05 15:00:00,1.8392188200000001
region1_3,csp,monetary,2005-01-05 16:00:00,4.5607718
region1_3,csp,monetary,2005-01-05 17:00:00,3.6593148
region1_3,csp,monetary,2005-01-05 18:00:00,0.186037648
region1_3,csp,monetary,2005-01-05 19:00:00,0.0
region1_3,csp,monetary,2005-01-05 20:00:00,0.0
region1_3,csp,monetary,2005-01-05 21:00:00,0.0
region1_3,csp,monetary,2005-01-05 22:00:00,0.0
region1_3,csp,monetary,2005-01-05 23:00:00,0.0
region2,region1_to_region2,monetary,2005-01-01 00:00:00,4.508196
region2,region1_to_region2,monetary,2005-01-01 01:00:00,4.262296
region2,region1_to_region2,monetary,2005-01-01 02:00:00,4.180328
region2,region1_to_region2,monetary,2005-01-01 03:00:00,4.262296
region2,region1_to_region2,monetary,2005-01-01 04:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-01 05:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-01 06:00:00,4.426228
region2,region1_to_region2,monetary,2005-01-01 07:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-01 08:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-01 09:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-01 10:00:00,4.836064
region2,region1_to_region2,monetary,2005-01-01 11:00:00,4.836064
region2,region1_to_region2,monetary,2005-01-01 12:00:00,4.7541
region2,region1_to_region2,monetary,2005-01-01 13:00:00,4.6721319999999995
region2,region1_to_region2,monetary,2005-01-01 14:00:00,4.742969199999999
region2,region1_to_region2,monetary,2005-01-01 15:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-01 16:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-01 17:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-01 18:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-01 19:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-01 20:00:00,5.2459
region2,region1_to_region2,monetary,2005-01-01 21:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-01 22:00:00,4.508196
region2,region1_to_region2,monetary,2005-01-01 23:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-02 00:00:00,4.7203224
region2,region1_to_region2,monetary,2005-01-02 01:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 02:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 03:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 04:00:00,5.384321600000001
region2,region1_to_region2,monetary,2005-01-02 05:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-02 06:00:00,4.426228
region2,region1_to_region2,monetary,2005-01-02 07:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-02 08:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 09:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 10:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 11:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 12:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 13:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 14:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 15:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 16:00:00,3.819672
region2,region1_to_region2,monetary,2005-01-02 17:00:00,3.7377040000000004
region2,region1_to_region2,monetary,2005-01-02 18:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 19:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-02 20:00:00,5.2459
region2,region1_to_region2,monetary,2005-01-02 21:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-02 22:00:00,4.508196
region2,region1_to_region2,monetary,2005-01-02 23:00:00,4.9527936
region2,region1_to_region2,monetary,2005-01-03 00:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 01:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 02:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 03:00:00,5.4135344
region2,region1_to_region2,monetary,2005-01-03 04:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-03 05:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-03 06:00:00,4.426228
region2,region1_to_region2,monetary,2005-01-03 07:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-03 08:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-03 09:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-03 10:00:00,4.836064
region2,region1_to_region2,monetary,2005-01-03 11:00:00,4.836064
region2,region1_to_region2,monetary,2005-01-03 12:00:00,4.7541
region2,region1_to_region2,monetary,2005-01-03 13:00:00,4.6721319999999995
region2,region1_to_region2,monetary,2005-01-03 14:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-03 15:00:00,2.918032
region2,region1_to_region2,monetary,2005-01-03 16:00:00,3.819672
region2,region1_to_region2,monetary,2005-01-03 17:00:00,3.7377040000000004
region2,region1_to_region2,monetary,2005-01-03 18:00:00,4.233
region2,region1_to_region2,monetary,2005-01-03 19:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 20:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 21:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 22:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-03 23:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 00:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 01:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 02:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 03:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 04:00:00,5.019059400000001
region2,region1_to_region2,monetary,2005-01-04 05:00:00,4.344264
region2,region1_to_region2,monetary,2005-01-04 06:00:00,4.426228
region2,region1_to_region2,monetary,2005-01-04 07:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-04 08:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-04 09:00:00,4.8073552
region2,region1_to_region2,monetary,2005-01-04 10:00:00,4.958697600000001
region2,region1_to_region2,monetary,2005-01-04 11:00:00,4.836064
region2,region1_to_region2,monetary,2005-01-04 12:00:00,4.7541
region2,region1_to_region2,monetary,2005-01-04 13:00:00,4.6721319999999995
region2,region1_to_region2,monetary,2005-01-04 14:00:00,3.9002352
region2,region1_to_region2,monetary,2005-01-04 15:00:00,2.918032
region2,region1_to_region2,monetary,2005-01-04 16:00:00,3.819672
region2,region1_to_region2,monetary,2005-01-04 17:00:00,3.7377040000000004
region2,region1_to_region2,monetary,2005-01-04 18:00:00,3.573772
region2,region1_to_region2,monetary,2005-01-04 19:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 20:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 21:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 22:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-04 23:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 00:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 01:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 02:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 03:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 04:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 05:00:00,5.36643
region2,region1_to_region2,monetary,2005-01-05 06:00:00,4.426228
region2,region1_to_region2,monetary,2005-01-05 07:00:00,4.590164
region2,region1_to_region2,monetary,2005-01-05 08:00:00,4.5230064
region2,region1_to_region2,monetary,2005-01-05 09:00:00,4.0375136000000005
region2,region1_to_region2,monetary,2005-01-05 10:00:00,4.697439999999999
region2,region1_to_region2,monetary,2005-01-05 11:00:00,5.0785664
region2,region1_to_region2,monetary,2005-01-05 12:00:00,5.2850688
region2,region1_to_region2,monetary,2005-01-05 13:00:00,4.765848
region2,region1_to_region2,monetary,2005-01-05 14:00:00,3.267128
region2,region1_to_region2,monetary,2005-01-05 15:00:00,2.918032
region2,region1_to_region2,monetary,2005-01-05 16:00:00,3.819672
region2,region1_to_region2,monetary,2005-01-05 17:00:00,3.7377040000000004
region2,region1_to_region2,monetary,2005-01-05 18:00:00,3.573772
region2,region1_to_region2,monetary,2005-01-05 19:00:00,5.491804
region2,region1_to_region2,monetary,2005-01-05 20:00:00,5.2459
region2,region1_to_region2,monetary,2005-01-05 21:00:00,4.918032
region2,region1_to_region2,monetary,2005-01-05 22:00:00,4.508196
region2,region1_to_region2,monetary,2005-01-05 23:00:00,4.590164
