nodes,techs,timesteps,source_use
region1,ccgt,2005-01-04 20:00:00,60000.0
region1,ccgt,2005-01-04 21:00:00,60000.0
region1,ccgt,2005-01-04 22:00:00,60000.0
region1,ccgt,2005-01-04 23:00:00,60000.0
region1,ccgt,2005-01-05 00:00:00,60000.0
region1,ccgt,2005-01-05 01:00:00,60000.0
region1,ccgt,2005-01-05 02:00:00,60000.0
region1,ccgt,2005-01-05 03:00:00,60000.0
region1,ccgt,2005-01-05 04:00:00,60000.0
region1,ccgt,2005-01-05 05:00:00,60000.0
region1,ccgt,2005-01-05 06:00:00,60000.0
region1,ccgt,2005-01-05 07:00:00,60000.0
region1,ccgt,2005-01-05 08:00:00,60000.0
region1,ccgt,2005-01-05 09:00:00,60000.0
region1,ccgt,2005-01-05 10:00:00,60000.0
region1,ccgt,2005-01-05 11:00:00,60000.0
region1,ccgt,2005-01-05 12:00:00,60000.0
region1,ccgt,2005-01-05 13:00:00,60000.0
region1,ccgt,2005-01-05 14:00:00,60000.0
region1,ccgt,2005-01-05 15:00:00,60000.0
region1,ccgt,2005-01-05 16:00:00,60000.0
region1,ccgt,2005-01-05 17:00:00,60000.0
region1,ccgt,2005-01-05 18:00:00,60000.0
region1,ccgt,2005-01-05 19:00:00,59122.61
region1,ccgt,2005-01-05 20:00:00,55418.559
region1,ccgt,2005-01-05 21:00:00,50468.256
region1,ccgt,2005-01-05 22:00:00,46085.008
region1,ccgt,2005-01-05 23:00:00,45669.062
region1_1,csp,2005-01-01 00:00:00,0.0
region1_1,csp,2005-01-01 01:00:00,0.0
region1_1,csp,2005-01-01 02:00:00,0.0
region1_1,csp,2005-01-01 03:00:00,0.0
region1_1,csp,2005-01-01 04:00:00,0.0
region1_1,csp,2005-01-01 05:00:00,0.0
region1_1,csp,2005-01-01 06:00:00,0.0
region1_1,csp,2005-01-01 07:00:00,2745.9078
region1_1,csp,2005-01-01 08:00:00,34396.212
region1_1,csp,2005-01-01 09:00:00,56591.909
region1_1,csp,2005-01-01 10:00:00,67215.287
region1_1,csp,2005-01-01 11:00:00,67215.287
region1_1,csp,2005-01-01 12:00:00,67215.287
region1_1,csp,2005-01-01 13:00:00,58896.855
region1_1,csp,2005-01-01 14:00:00,39694.927
region1_1,csp,2005-01-01 15:00:00,8094.1697
region1_1,csp,2005-01-01 16:00:00,0.0
region1_1,csp,2005-01-01 17:00:00,0.0
region1_1,csp,2005-01-01 18:00:00,0.0
region1_1,csp,2005-01-01 19:00:00,0.0
region1_1,csp,2005-01-01 20:00:00,0.0
region1_1,csp,2005-01-01 21:00:00,0.0
region1_1,csp,2005-01-01 22:00:00,0.0
region1_1,csp,2005-01-01 23:00:00,0.0
region1_1,csp,2005-01-02 00:00:00,0.0
region1_1,csp,2005-01-02 01:00:00,0.0
region1_1,csp,2005-01-02 02:00:00,0.0
region1_1,csp,2005-01-02 03:00:00,0.0
region1_1,csp,2005-01-02 04:00:00,0.0
region1_1,csp,2005-01-02 05:00:00,0.0
region1_1,csp,2005-01-02 06:00:00,0.0
region1_1,csp,2005-01-02 07:00:00,2446.8047
region1_1,csp,2005-01-02 08:00:00,33543.364
region1_1,csp,2005-01-02 09:00:00,55414.272
region1_1,csp,2005-01-02 10:00:00,66499.734
region1_1,csp,2005-01-02 11:00:00,67215.287
region1_1,csp,2005-01-02 12:00:00,67028.184
region1_1,csp,2005-01-02 13:00:00,58296.432
region1_1,csp,2005-01-02 14:00:00,38935.435
region1_1,csp,2005-01-02 15:00:00,8462.5073
region1_1,csp,2005-01-02 16:00:00,0.0
region1_1,csp,2005-01-02 17:00:00,0.0
region1_1,csp,2005-01-02 18:00:00,0.0
region1_1,csp,2005-01-02 19:00:00,0.0
region1_1,csp,2005-01-02 20:00:00,0.0
region1_1,csp,2005-01-02 21:00:00,0.0
region1_1,csp,2005-01-02 22:00:00,0.0
region1_1,csp,2005-01-02 23:00:00,0.0
region1_1,csp,2005-01-03 00:00:00,0.0
region1_1,csp,2005-01-03 01:00:00,0.0
region1_1,csp,2005-01-03 02:00:00,0.0
region1_1,csp,2005-01-03 03:00:00,0.0
region1_1,csp,2005-01-03 04:00:00,0.0
region1_1,csp,2005-01-03 05:00:00,0.0
region1_1,csp,2005-01-03 06:00:00,0.0
region1_1,csp,2005-01-03 07:00:00,3019.5859
region1_1,csp,2005-01-03 08:00:00,34416.682
region1_1,csp,2005-01-03 09:00:00,56468.826
region1_1,csp,2005-01-03 10:00:00,67215.287
region1_1,csp,2005-01-03 11:00:00,67215.287
region1_1,csp,2005-01-03 12:00:00,67215.287
region1_1,csp,2005-01-03 13:00:00,59079.655
region1_1,csp,2005-01-03 14:00:00,40230.158
region1_1,csp,2005-01-03 15:00:00,9389.6749
region1_1,csp,2005-01-03 16:00:00,0.0
region1_1,csp,2005-01-03 17:00:00,0.0
region1_1,csp,2005-01-03 18:00:00,0.0
region1_1,csp,2005-01-03 19:00:00,0.0
region1_1,csp,2005-01-03 20:00:00,0.0
region1_1,csp,2005-01-03 21:00:00,0.0
region1_1,csp,2005-01-03 22:00:00,0.0
region1_1,csp,2005-01-03 23:00:00,0.0
region1_1,csp,2005-01-04 00:00:00,0.0
region1_1,csp,2005-01-04 01:00:00,0.0
region1_1,csp,2005-01-04 02:00:00,0.0
region1_1,csp,2005-01-04 03:00:00,0.0
region1_1,csp,2005-01-04 04:00:00,0.0
region1_1,csp,2005-01-04 05:00:00,0.0
region1_1,csp,2005-01-04 06:00:00,0.0
region1_1,csp,2005-01-04 07:00:00,2515.3872
region1_1,csp,2005-01-04 08:00:00,33430.841
region1_1,csp,2005-01-04 09:00:00,54433.125
region1_1,csp,2005-01-04 10:00:00,66796.751
region1_1,csp,2005-01-04 11:00:00,67215.287
region1_1,csp,2005-01-04 12:00:00,67215.287
region1_1,csp,2005-01-04 13:00:00,56210.403
region1_1,csp,2005-01-04 14:00:00,38135.653
region1_1,csp,2005-01-04 15:00:00,9638.4495
region1_1,csp,2005-01-04 16:00:00,0.0
region1_1,csp,2005-01-04 17:00:00,0.0
region1_1,csp,2005-01-04 18:00:00,0.0
region1_1,csp,2005-01-04 19:00:00,0.0
region1_1,csp,2005-01-04 20:00:00,0.0
region1_1,csp,2005-01-04 21:00:00,0.0
region1_1,csp,2005-01-04 22:00:00,0.0
region1_1,csp,2005-01-04 23:00:00,0.0
region1_1,csp,2005-01-05 00:00:00,0.0
region1_1,csp,2005-01-05 01:00:00,0.0
region1_1,csp,2005-01-05 02:00:00,0.0
region1_1,csp,2005-01-05 03:00:00,0.0
region1_1,csp,2005-01-05 04:00:00,0.0
region1_1,csp,2005-01-05 05:00:00,0.0
region1_1,csp,2005-01-05 06:00:00,0.0
region1_1,csp,2005-01-05 07:00:00,1270.3409
region1_1,csp,2005-01-05 08:00:00,35595.754
region1_1,csp,2005-01-05 09:00:00,52193.371
region1_1,csp,2005-01-05 10:00:00,67215.287
region1_1,csp,2005-01-05 11:00:00,67215.287
region1_1,csp,2005-01-05 12:00:00,66651.893
region1_1,csp,2005-01-05 13:00:00,59436.257
region1_1,csp,2005-01-05 14:00:00,41992.05
region1_1,csp,2005-01-05 15:00:00,10335.618
region1_1,csp,2005-01-05 16:00:00,0.0
region1_1,csp,2005-01-05 17:00:00,0.0
region1_1,csp,2005-01-05 18:00:00,0.0
region1_1,csp,2005-01-05 19:00:00,0.0
region1_1,csp,2005-01-05 20:00:00,0.0
region1_1,csp,2005-01-05 21:00:00,0.0
region1_1,csp,2005-01-05 22:00:00,0.0
region1_1,csp,2005-01-05 23:00:00,0.0
region1_2,csp,2005-01-01 00:00:00,0.0
region1_2,csp,2005-01-01 01:00:00,0.0
region1_2,csp,2005-01-01 02:00:00,0.0
region1_2,csp,2005-01-01 03:00:00,0.0
region1_2,csp,2005-01-01 04:00:00,0.0
region1_2,csp,2005-01-01 05:00:00,0.0
region1_2,csp,2005-01-01 06:00:00,0.0
region1_2,csp,2005-01-01 07:00:00,0.0
region1_2,csp,2005-01-01 08:00:00,0.0
region1_2,csp,2005-01-01 09:00:00,0.0
region1_2,csp,2005-01-01 10:00:00,0.0
region1_2,csp,2005-01-01 11:00:00,0.0
region1_2,csp,2005-01-01 12:00:00,0.0
region1_2,csp,2005-01-01 13:00:00,0.0
region1_2,csp,2005-01-01 14:00:00,0.0
region1_2,csp,2005-01-01 15:00:00,0.0
region1_2,csp,2005-01-01 16:00:00,0.0
region1_2,csp,2005-01-01 17:00:00,0.0
region1_2,csp,2005-01-01 18:00:00,0.0
region1_2,csp,2005-01-01 19:00:00,0.0
region1_2,csp,2005-01-01 20:00:00,0.0
region1_2,csp,2005-01-01 21:00:00,0.0
region1_2,csp,2005-01-01 22:00:00,0.0
region1_2,csp,2005-01-01 23:00:00,0.0
region1_2,csp,2005-01-02 00:00:00,0.0
region1_2,csp,2005-01-02 01:00:00,0.0
region1_2,csp,2005-01-02 02:00:00,0.0
region1_2,csp,2005-01-02 03:00:00,0.0
region1_2,csp,2005-01-02 04:00:00,0.0
region1_2,csp,2005-01-02 05:00:00,0.0
region1_2,csp,2005-01-02 06:00:00,0.0
region1_2,csp,2005-01-02 07:00:00,0.0
region1_2,csp,2005-01-02 08:00:00,0.0
region1_2,csp,2005-01-02 09:00:00,0.0
region1_2,csp,2005-01-02 10:00:00,0.0
region1_2,csp,2005-01-02 11:00:00,0.0
region1_2,csp,2005-01-02 12:00:00,0.0
region1_2,csp,2005-01-02 13:00:00,0.0
region1_2,csp,2005-01-02 14:00:00,0.0
region1_2,csp,2005-01-02 15:00:00,0.0
region1_2,csp,2005-01-02 16:00:00,0.0
region1_2,csp,2005-01-02 17:00:00,0.0
region1_2,csp,2005-01-02 18:00:00,0.0
region1_2,csp,2005-01-02 19:00:00,0.0
region1_2,csp,2005-01-02 20:00:00,0.0
region1_2,csp,2005-01-02 21:00:00,0.0
region1_2,csp,2005-01-02 22:00:00,0.0
region1_2,csp,2005-01-02 23:00:00,0.0
region1_2,csp,2005-01-03 00:00:00,0.0
region1_2,csp,2005-01-03 01:00:00,0.0
region1_2,csp,2005-01-03 02:00:00,0.0
region1_2,csp,2005-01-03 03:00:00,0.0
region1_2,csp,2005-01-03 04:00:00,0.0
region1_2,csp,2005-01-03 05:00:00,0.0
region1_2,csp,2005-01-03 06:00:00,0.0
region1_2,csp,2005-01-03 07:00:00,0.0
region1_2,csp,2005-01-03 08:00:00,0.0
region1_2,csp,2005-01-03 09:00:00,0.0
region1_2,csp,2005-01-03 10:00:00,0.0
region1_2,csp,2005-01-03 11:00:00,0.0
region1_2,csp,2005-01-03 12:00:00,0.0
region1_2,csp,2005-01-03 13:00:00,0.0
region1_2,csp,2005-01-03 14:00:00,0.0
region1_2,csp,2005-01-03 15:00:00,0.0
region1_2,csp,2005-01-03 16:00:00,0.0
region1_2,csp,2005-01-03 17:00:00,0.0
region1_2,csp,2005-01-03 18:00:00,0.0
region1_2,csp,2005-01-03 19:00:00,0.0
region1_2,csp,2005-01-03 20:00:00,0.0
region1_2,csp,2005-01-03 21:00:00,0.0
region1_2,csp,2005-01-03 22:00:00,0.0
region1_2,csp,2005-01-03 23:00:00,0.0
region1_2,csp,2005-01-04 00:00:00,0.0
region1_2,csp,2005-01-04 01:00:00,0.0
region1_2,csp,2005-01-04 02:00:00,0.0
region1_2,csp,2005-01-04 03:00:00,0.0
region1_2,csp,2005-01-04 04:00:00,0.0
region1_2,csp,2005-01-04 05:00:00,0.0
region1_2,csp,2005-01-04 06:00:00,0.0
region1_2,csp,2005-01-04 07:00:00,0.0
region1_2,csp,2005-01-04 08:00:00,0.0
region1_2,csp,2005-01-04 09:00:00,0.0
region1_2,csp,2005-01-04 10:00:00,0.0
region1_2,csp,2005-01-04 11:00:00,0.0
region1_2,csp,2005-01-04 12:00:00,0.0
region1_2,csp,2005-01-04 13:00:00,0.0
region1_2,csp,2005-01-04 14:00:00,0.0
region1_2,csp,2005-01-04 15:00:00,0.0
region1_2,csp,2005-01-04 16:00:00,0.0
region1_2,csp,2005-01-04 17:00:00,0.0
region1_2,csp,2005-01-04 18:00:00,0.0
region1_2,csp,2005-01-04 19:00:00,0.0
region1_2,csp,2005-01-04 20:00:00,0.0
region1_2,csp,2005-01-04 21:00:00,0.0
region1_2,csp,2005-01-04 22:00:00,0.0
region1_2,csp,2005-01-04 23:00:00,0.0
region1_2,csp,2005-01-05 00:00:00,0.0
region1_2,csp,2005-01-05 01:00:00,0.0
region1_2,csp,2005-01-05 02:00:00,0.0
region1_2,csp,2005-01-05 03:00:00,0.0
region1_2,csp,2005-01-05 04:00:00,0.0
region1_2,csp,2005-01-05 05:00:00,0.0
region1_2,csp,2005-01-05 06:00:00,0.0
region1_2,csp,2005-01-05 07:00:00,0.0
region1_2,csp,2005-01-05 08:00:00,0.0
region1_2,csp,2005-01-05 09:00:00,0.0
region1_2,csp,2005-01-05 10:00:00,0.0
region1_2,csp,2005-01-05 11:00:00,0.0
region1_2,csp,2005-01-05 12:00:00,0.0
region1_2,csp,2005-01-05 13:00:00,0.0
region1_2,csp,2005-01-05 14:00:00,0.0
region1_2,csp,2005-01-05 15:00:00,0.0
region1_2,csp,2005-01-05 16:00:00,0.0
region1_2,csp,2005-01-05 17:00:00,0.0
region1_2,csp,2005-01-05 18:00:00,0.0
region1_2,csp,2005-01-05 19:00:00,0.0
region1_2,csp,2005-01-05 20:00:00,0.0
region1_2,csp,2005-01-05 21:00:00,0.0
region1_2,csp,2005-01-05 22:00:00,0.0
region1_2,csp,2005-01-05 23:00:00,0.0
region1_3,csp,2005-01-01 00:00:00,0.0
region1_3,csp,2005-01-01 01:00:00,0.0
region1_3,csp,2005-01-01 02:00:00,0.0
region1_3,csp,2005-01-01 03:00:00,0.0
region1_3,csp,2005-01-01 04:00:00,0.0
region1_3,csp,2005-01-01 05:00:00,0.0
region1_3,csp,2005-01-01 06:00:00,0.0
region1_3,csp,2005-01-01 07:00:00,0.0
region1_3,csp,2005-01-01 08:00:00,0.0
region1_3,csp,2005-01-01 09:00:00,227.74042
region1_3,csp,2005-01-01 10:00:00,1458.8557
region1_3,csp,2005-01-01 11:00:00,2291.9577
region1_3,csp,2005-01-01 12:00:00,2291.9577
region1_3,csp,2005-01-01 13:00:00,2043.8932
region1_3,csp,2005-01-01 14:00:00,906.38767
region1_3,csp,2005-01-01 15:00:00,0.0
region1_3,csp,2005-01-01 16:00:00,0.0
region1_3,csp,2005-01-01 17:00:00,0.0
region1_3,csp,2005-01-01 18:00:00,0.0
region1_3,csp,2005-01-01 19:00:00,0.0
region1_3,csp,2005-01-01 20:00:00,0.0
region1_3,csp,2005-01-01 21:00:00,0.0
region1_3,csp,2005-01-01 22:00:00,0.0
region1_3,csp,2005-01-01 23:00:00,0.0
region1_3,csp,2005-01-02 00:00:00,0.0
region1_3,csp,2005-01-02 01:00:00,0.0
region1_3,csp,2005-01-02 02:00:00,0.0
region1_3,csp,2005-01-02 03:00:00,0.0
region1_3,csp,2005-01-02 04:00:00,0.0
region1_3,csp,2005-01-02 05:00:00,0.0
region1_3,csp,2005-01-02 06:00:00,0.0
region1_3,csp,2005-01-02 07:00:00,0.0
region1_3,csp,2005-01-02 08:00:00,0.0
region1_3,csp,2005-01-02 09:00:00,0.0
region1_3,csp,2005-01-02 10:00:00,1048.7753
region1_3,csp,2005-01-02 11:00:00,2291.9577
region1_3,csp,2005-01-02 12:00:00,2291.9577
region1_3,csp,2005-01-02 13:00:00,1792.3494
region1_3,csp,2005-01-02 14:00:00,963.51583
region1_3,csp,2005-01-02 15:00:00,0.0
region1_3,csp,2005-01-02 16:00:00,0.0
region1_3,csp,2005-01-02 17:00:00,0.0
region1_3,csp,2005-01-02 18:00:00,0.0
region1_3,csp,2005-01-02 19:00:00,0.0
region1_3,csp,2005-01-02 20:00:00,0.0
region1_3,csp,2005-01-02 21:00:00,0.0
region1_3,csp,2005-01-02 22:00:00,0.0
region1_3,csp,2005-01-02 23:00:00,0.0
region1_3,csp,2005-01-03 00:00:00,0.0
region1_3,csp,2005-01-03 01:00:00,0.0
region1_3,csp,2005-01-03 02:00:00,0.0
region1_3,csp,2005-01-03 03:00:00,0.0
region1_3,csp,2005-01-03 04:00:00,0.0
region1_3,csp,2005-01-03 05:00:00,0.0
region1_3,csp,2005-01-03 06:00:00,0.0
region1_3,csp,2005-01-03 07:00:00,0.0
region1_3,csp,2005-01-03 08:00:00,0.0
region1_3,csp,2005-01-03 09:00:00,231.42337
region1_3,csp,2005-01-03 10:00:00,1502.7795
region1_3,csp,2005-01-03 11:00:00,2291.9577
region1_3,csp,2005-01-03 12:00:00,2291.9577
region1_3,csp,2005-01-03 13:00:00,2053.6946
region1_3,csp,2005-01-03 14:00:00,943.08989
region1_3,csp,2005-01-03 15:00:00,0.0
region1_3,csp,2005-01-03 16:00:00,0.0
region1_3,csp,2005-01-03 17:00:00,0.0
region1_3,csp,2005-01-03 18:00:00,0.0
region1_3,csp,2005-01-03 19:00:00,0.0
region1_3,csp,2005-01-03 20:00:00,0.0
region1_3,csp,2005-01-03 21:00:00,0.0
region1_3,csp,2005-01-03 22:00:00,0.0
region1_3,csp,2005-01-03 23:00:00,0.0
region1_3,csp,2005-01-04 00:00:00,0.0
region1_3,csp,2005-01-04 01:00:00,0.0
region1_3,csp,2005-01-04 02:00:00,0.0
region1_3,csp,2005-01-04 03:00:00,0.0
region1_3,csp,2005-01-04 04:00:00,0.0
region1_3,csp,2005-01-04 05:00:00,0.0
region1_3,csp,2005-01-04 06:00:00,0.0
region1_3,csp,2005-01-04 07:00:00,0.0
region1_3,csp,2005-01-04 08:00:00,0.0
region1_3,csp,2005-01-04 09:00:00,0.0
region1_3,csp,2005-01-04 10:00:00,266.97147
region1_3,csp,2005-01-04 11:00:00,1430.071
region1_3,csp,2005-01-04 12:00:00,2197.4739
region1_3,csp,2005-01-04 13:00:00,2100.5801
region1_3,csp,2005-01-04 14:00:00,1012.7265
region1_3,csp,2005-01-04 15:00:00,0.0
region1_3,csp,2005-01-04 16:00:00,0.0
region1_3,csp,2005-01-04 17:00:00,0.0
region1_3,csp,2005-01-04 18:00:00,0.0
region1_3,csp,2005-01-04 19:00:00,0.0
region1_3,csp,2005-01-04 20:00:00,0.0
region1_3,csp,2005-01-04 21:00:00,0.0
region1_3,csp,2005-01-04 22:00:00,0.0
region1_3,csp,2005-01-04 23:00:00,0.0
region1_3,csp,2005-01-05 00:00:00,0.0
region1_3,csp,2005-01-05 01:00:00,0.0
region1_3,csp,2005-01-05 02:00:00,0.0
region1_3,csp,2005-01-05 03:00:00,0.0
region1_3,csp,2005-01-05 04:00:00,0.0
region1_3,csp,2005-01-05 05:00:00,0.0
region1_3,csp,2005-01-05 06:00:00,0.0
region1_3,csp,2005-01-05 07:00:00,0.0
region1_3,csp,2005-01-05 08:00:00,0.0
region1_3,csp,2005-01-05 09:00:00,0.0
region1_3,csp,2005-01-05 10:00:00,123.98135
region1_3,csp,2005-01-05 11:00:00,1010.2825
region1_3,csp,2005-01-05 12:00:00,2066.4661
region1_3,csp,2005-01-05 13:00:00,2123.3312
region1_3,csp,2005-01-05 14:00:00,1007.219
region1_3,csp,2005-01-05 15:00:00,0.0
region1_3,csp,2005-01-05 16:00:00,0.0
region1_3,csp,2005-01-05 17:00:00,0.0
region1_3,csp,2005-01-05 18:00:00,0.0
region1_3,csp,2005-01-05 19:00:00,0.0
region1_3,csp,2005-01-05 20:00:00,0.0
region1_3,csp,2005-01-05 21:00:00,0.0
region1_3,csp,2005-01-05 22:00:00,0.0
region1_3,csp,2005-01-05 23:00:00,0.0
