nodes,techs,carriers,timesteps,capacity_factor
region1,region1_to_region2,power,2005-01-04 11:00:00,0.0
region1,region1_to_region2,power,2005-01-04 12:00:00,0.0
region1,region1_to_region2,power,2005-01-04 13:00:00,0.0
region1,region1_to_region2,power,2005-01-04 14:00:00,0.0
region1,region1_to_region2,power,2005-01-04 15:00:00,0.0
region1,region1_to_region2,power,2005-01-04 16:00:00,0.0
region1,region1_to_region2,power,2005-01-04 17:00:00,0.0
region1,region1_to_region2,power,2005-01-04 18:00:00,0.0
region1,region1_to_region2,power,2005-01-04 19:00:00,0.0
region1,region1_to_region2,power,2005-01-04 20:00:00,0.0
region1,region1_to_region2,power,2005-01-04 21:00:00,0.0
region1,region1_to_region2,power,2005-01-04 22:00:00,0.0
region1,region1_to_region2,power,2005-01-04 23:00:00,0.0
region1,region1_to_region2,power,2005-01-05 00:00:00,0.0
region1,region1_to_region2,power,2005-01-05 01:00:00,0.0
region1,region1_to_region2,power,2005-01-05 02:00:00,0.0
region1,region1_to_region2,power,2005-01-05 03:00:00,0.0
region1,region1_to_region2,power,2005-01-05 04:00:00,0.0
region1,region1_to_region2,power,2005-01-05 05:00:00,0.0
region1,region1_to_region2,power,2005-01-05 06:00:00,0.0
region1,region1_to_region2,power,2005-01-05 07:00:00,0.0
region1,region1_to_region2,power,2005-01-05 08:00:00,0.0
region1,region1_to_region2,power,2005-01-05 09:00:00,0.0
region1,region1_to_region2,power,2005-01-05 10:00:00,0.0
region1,region1_to_region2,power,2005-01-05 11:00:00,0.0
region1,region1_to_region2,power,2005-01-05 12:00:00,0.0
region1,region1_to_region2,power,2005-01-05 13:00:00,0.0
region1,region1_to_region2,power,2005-01-05 14:00:00,0.0
region1,region1_to_region2,power,2005-01-05 15:00:00,0.0
region1,region1_to_region2,power,2005-01-05 16:00:00,0.0
region1,region1_to_region2,power,2005-01-05 17:00:00,0.0
region1,region1_to_region2,power,2005-01-05 18:00:00,0.0
region1,region1_to_region2,power,2005-01-05 19:00:00,0.0
region1,region1_to_region2,power,2005-01-05 20:00:00,0.0
region1,region1_to_region2,power,2005-01-05 21:00:00,0.0
region1,region1_to_region2,power,2005-01-05 22:00:00,0.0
region1,region1_to_region2,power,2005-01-05 23:00:00,0.0
region1_1,csp,power,2005-01-01 00:00:00,0.0
region1_1,csp,power,2005-01-01 01:00:00,0.0
region1_1,csp,power,2005-01-01 02:00:00,0.0
region1_1,csp,power,2005-01-01 03:00:00,0.0
region1_1,csp,power,2005-01-01 04:00:00,0.0
region1_1,csp,power,2005-01-01 05:00:00,0.0
region1_1,csp,power,2005-01-01 06:00:00,0.0
region1_1,csp,power,2005-01-01 07:00:00,0.09885268200000001
region1_1,csp,power,2005-01-01 08:00:00,0.9
region1_1,csp,power,2005-01-01 09:00:00,0.9
region1_1,csp,power,2005-01-01 10:00:00,0.9
region1_1,csp,power,2005-01-01 11:00:00,0.9
region1_1,csp,power,2005-01-01 12:00:00,0.9
region1_1,csp,power,2005-01-01 13:00:00,0.9
region1_1,csp,power,2005-01-01 14:00:00,0.9
region1_1,csp,power,2005-01-01 15:00:00,0.9
region1_1,csp,power,2005-01-01 16:00:00,0.9
region1_1,csp,power,2005-01-01 17:00:00,0.9
region1_1,csp,power,2005-01-01 18:00:00,0.9
region1_1,csp,power,2005-01-01 19:00:00,0.9
region1_1,csp,power,2005-01-01 20:00:00,0.9
region1_1,csp,power,2005-01-01 21:00:00,0.9
region1_1,csp,power,2005-01-01 22:00:00,0.68511822
region1_1,csp,power,2005-01-01 23:00:00,0.0
region1_1,csp,power,2005-01-02 00:00:00,0.0
region1_1,csp,power,2005-01-02 01:00:00,0.0
region1_1,csp,power,2005-01-02 02:00:00,0.0
region1_1,csp,power,2005-01-02 03:00:00,0.0
region1_1,csp,power,2005-01-02 04:00:00,0.0
region1_1,csp,power,2005-01-02 05:00:00,0.18490494000000002
region1_1,csp,power,2005-01-02 06:00:00,0.36659995
region1_1,csp,power,2005-01-02 07:00:00,0.48923845
region1_1,csp,power,2005-01-02 08:00:00,0.9
region1_1,csp,power,2005-01-02 09:00:00,0.9
region1_1,csp,power,2005-01-02 10:00:00,0.9
region1_1,csp,power,2005-01-02 11:00:00,0.9
region1_1,csp,power,2005-01-02 12:00:00,0.9
region1_1,csp,power,2005-01-02 13:00:00,0.9
region1_1,csp,power,2005-01-02 14:00:00,0.9
region1_1,csp,power,2005-01-02 15:00:00,0.9
region1_1,csp,power,2005-01-02 16:00:00,0.9
region1_1,csp,power,2005-01-02 17:00:00,0.9
region1_1,csp,power,2005-01-02 18:00:00,0.9
region1_1,csp,power,2005-01-02 19:00:00,0.9
region1_1,csp,power,2005-01-02 20:00:00,0.52910235
region1_1,csp,power,2005-01-02 21:00:00,0.2939792
region1_1,csp,power,2005-01-02 22:00:00,0.089348
region1_1,csp,power,2005-01-02 23:00:00,0.0
region1_1,csp,power,2005-01-03 00:00:00,0.0
region1_1,csp,power,2005-01-03 01:00:00,0.0
region1_1,csp,power,2005-01-03 02:00:00,0.0
region1_1,csp,power,2005-01-03 03:00:00,0.0
region1_1,csp,power,2005-01-03 04:00:00,0.16072414000000002
region1_1,csp,power,2005-01-03 05:00:00,0.44709853999999993
region1_1,csp,power,2005-01-03 06:00:00,0.64294555
region1_1,csp,power,2005-01-03 07:00:00,0.74914085
region1_1,csp,power,2005-01-03 08:00:00,0.8141472
region1_1,csp,power,2005-01-03 09:00:00,0.8436096
region1_1,csp,power,2005-01-03 10:00:00,0.8172711500000001
region1_1,csp,power,2005-01-03 11:00:00,0.7865575499999999
region1_1,csp,power,2005-01-03 12:00:00,0.7715297400000001
region1_1,csp,power,2005-01-03 13:00:00,0.80092569
region1_1,csp,power,2005-01-03 14:00:00,0.89263205
region1_1,csp,power,2005-01-03 15:00:00,0.9
region1_1,csp,power,2005-01-03 16:00:00,0.9
region1_1,csp,power,2005-01-03 17:00:00,0.9
region1_1,csp,power,2005-01-03 18:00:00,0.9
region1_1,csp,power,2005-01-03 19:00:00,0.8083240899999999
region1_1,csp,power,2005-01-03 20:00:00,0.63141689
region1_1,csp,power,2005-01-03 21:00:00,0.40653689
region1_1,csp,power,2005-01-03 22:00:00,0.22020889000000002
region1_1,csp,power,2005-01-03 23:00:00,0.099191294
region1_1,csp,power,2005-01-04 00:00:00,0.026538493999999996
region1_1,csp,power,2005-01-04 01:00:00,0.0
region1_1,csp,power,2005-01-04 02:00:00,0.0095400941
region1_1,csp,power,2005-01-04 03:00:00,0.064327294
region1_1,csp,power,2005-01-04 04:00:00,0.25798119
region1_1,csp,power,2005-01-04 05:00:00,0.50889374
region1_1,csp,power,2005-01-04 06:00:00,0.70772635
region1_1,csp,power,2005-01-04 07:00:00,0.81105765
region1_1,csp,power,2005-01-04 08:00:00,0.8726528
region1_1,csp,power,2005-01-04 09:00:00,0.9
region1_1,csp,power,2005-01-04 10:00:00,0.88545129
region1_1,csp,power,2005-01-04 11:00:00,0.85358155
region1_1,csp,power,2005-01-04 12:00:00,0.84046414
region1_1,csp,power,2005-01-04 13:00:00,0.85878009
region1_1,csp,power,2005-01-04 14:00:00,0.9
region1_1,csp,power,2005-01-04 15:00:00,0.9
region1_1,csp,power,2005-01-04 16:00:00,0.9
region1_1,csp,power,2005-01-04 17:00:00,0.9
region1_1,csp,power,2005-01-04 18:00:00,0.9
region1_1,csp,power,2005-01-04 19:00:00,0.8594600899999999
region1_1,csp,power,2005-01-04 20:00:00,0.68750809
region1_1,csp,power,2005-01-04 21:00:00,0.45359129000000004
region1_1,csp,power,2005-01-04 22:00:00,0.25941049
region1_1,csp,power,2005-01-04 23:00:00,0.13146169
region1_1,csp,power,2005-01-05 00:00:00,0.060420093999999994
region1_1,csp,power,2005-01-05 01:00:00,0.033618494
region1_1,csp,power,2005-01-05 02:00:00,0.045626494000000004
region1_1,csp,power,2005-01-05 03:00:00,0.10437849
region1_1,csp,power,2005-01-05 04:00:00,0.33055449
region1_1,csp,power,2005-01-05 05:00:00,0.62105635
region1_1,csp,power,2005-01-05 06:00:00,0.76254235
region1_1,csp,power,2005-01-05 07:00:00,0.86592325
region1_1,csp,power,2005-01-05 08:00:00,0.9
region1_1,csp,power,2005-01-05 09:00:00,0.9
region1_1,csp,power,2005-01-05 10:00:00,0.9
region1_1,csp,power,2005-01-05 11:00:00,0.9
region1_1,csp,power,2005-01-05 12:00:00,0.9
region1_1,csp,power,2005-01-05 13:00:00,0.9
region1_1,csp,power,2005-01-05 14:00:00,0.9
region1_1,csp,power,2005-01-05 15:00:00,0.9
region1_1,csp,power,2005-01-05 16:00:00,0.9
region1_1,csp,power,2005-01-05 17:00:00,0.9
region1_1,csp,power,2005-01-05 18:00:00,0.9
region1_1,csp,power,2005-01-05 19:00:00,0.9
region1_1,csp,power,2005-01-05 20:00:00,0.9
region1_1,csp,power,2005-01-05 21:00:00,0.9
region1_1,csp,power,2005-01-05 22:00:00,0.9
region1_1,csp,power,2005-01-05 23:00:00,0.7998493400000001
region1_1,region1_to_region1_1,power,2005-01-01 00:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 01:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 02:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 03:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 04:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 05:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 06:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 07:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 08:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 09:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 10:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 11:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 12:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 13:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 14:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 15:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 16:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 17:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 18:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 19:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 20:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 21:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 22:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-01 23:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 00:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 01:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 02:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 03:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 04:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 05:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 06:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 07:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 08:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 09:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 10:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 11:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 12:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 13:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 14:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 15:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 16:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 17:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 18:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 19:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 20:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 21:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 22:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-02 23:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 00:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 01:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 02:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 03:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 04:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 05:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 06:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 07:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 08:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 09:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 10:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 11:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 12:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 13:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 14:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 15:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 16:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 17:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 18:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 19:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 20:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 21:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 22:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-03 23:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 00:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 01:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 02:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 03:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 04:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 05:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 06:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 07:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 08:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 09:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 10:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 11:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 12:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 13:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 14:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 15:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 16:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 17:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 18:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 19:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 20:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 21:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 22:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-04 23:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 00:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 01:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 02:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 03:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 04:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 05:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 06:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 07:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 08:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 09:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 10:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 11:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 12:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 13:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 14:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 15:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 16:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 17:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 18:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 19:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 20:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 21:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 22:00:00,0.0
region1_1,region1_to_region1_1,power,2005-01-05 23:00:00,0.0
region1_3,csp,power,2005-01-01 00:00:00,0.0
region1_3,csp,power,2005-01-01 01:00:00,0.0
region1_3,csp,power,2005-01-01 02:00:00,0.0
region1_3,csp,power,2005-01-01 03:00:00,0.0
region1_3,csp,power,2005-01-01 04:00:00,0.0
region1_3,csp,power,2005-01-01 05:00:00,0.0
region1_3,csp,power,2005-01-01 06:00:00,0.0
region1_3,csp,power,2005-01-01 07:00:00,0.0
region1_3,csp,power,2005-01-01 08:00:00,0.0
region1_3,csp,power,2005-01-01 09:00:00,0.0
region1_3,csp,power,2005-01-01 10:00:00,0.0
region1_3,csp,power,2005-01-01 11:00:00,0.0
region1_3,csp,power,2005-01-01 12:00:00,0.0
region1_3,csp,power,2005-01-01 13:00:00,0.0
region1_3,csp,power,2005-01-01 14:00:00,0.0
region1_3,csp,power,2005-01-01 15:00:00,0.0
region1_3,csp,power,2005-01-01 16:00:00,0.0
region1_3,csp,power,2005-01-01 17:00:00,0.0
region1_3,csp,power,2005-01-01 18:00:00,0.0
region1_3,csp,power,2005-01-01 19:00:00,0.0
region1_3,csp,power,2005-01-01 20:00:00,0.0
region1_3,csp,power,2005-01-01 21:00:00,0.0
region1_3,csp,power,2005-01-01 22:00:00,0.0
region1_3,csp,power,2005-01-01 23:00:00,0.0
region1_3,csp,power,2005-01-02 00:00:00,0.0
region1_3,csp,power,2005-01-02 01:00:00,0.0
region1_3,csp,power,2005-01-02 02:00:00,0.0
region1_3,csp,power,2005-01-02 03:00:00,0.0
region1_3,csp,power,2005-01-02 04:00:00,0.0
region1_3,csp,power,2005-01-02 05:00:00,0.0
region1_3,csp,power,2005-01-02 06:00:00,0.0
region1_3,csp,power,2005-01-02 07:00:00,0.0
region1_3,csp,power,2005-01-02 08:00:00,0.0
region1_3,csp,power,2005-01-02 09:00:00,0.0
region1_3,csp,power,2005-01-02 10:00:00,0.0
region1_3,csp,power,2005-01-02 11:00:00,0.0
region1_3,csp,power,2005-01-02 12:00:00,0.0
region1_3,csp,power,2005-01-02 13:00:00,0.0
region1_3,csp,power,2005-01-02 14:00:00,0.0
region1_3,csp,power,2005-01-02 15:00:00,0.0
region1_3,csp,power,2005-01-02 16:00:00,0.026162630658971498
region1_3,csp,power,2005-01-02 17:00:00,0.014470739774661562
region1_3,csp,power,2005-01-02 18:00:00,0.0
region1_3,csp,power,2005-01-02 19:00:00,0.0
region1_3,csp,power,2005-01-02 20:00:00,0.0
region1_3,csp,power,2005-01-02 21:00:00,0.0
region1_3,csp,power,2005-01-02 22:00:00,0.0
region1_3,csp,power,2005-01-02 23:00:00,0.0
region1_3,csp,power,2005-01-03 00:00:00,0.0
region1_3,csp,power,2005-01-03 01:00:00,0.0
region1_3,csp,power,2005-01-03 02:00:00,0.0
region1_3,csp,power,2005-01-03 03:00:00,0.0
region1_3,csp,power,2005-01-03 04:00:00,0.0
region1_3,csp,power,2005-01-03 05:00:00,0.0
region1_3,csp,power,2005-01-03 06:00:00,0.0
region1_3,csp,power,2005-01-03 07:00:00,0.0
region1_3,csp,power,2005-01-03 08:00:00,0.0
region1_3,csp,power,2005-01-03 09:00:00,0.0
region1_3,csp,power,2005-01-03 10:00:00,0.0
region1_3,csp,power,2005-01-03 11:00:00,0.0
region1_3,csp,power,2005-01-03 12:00:00,0.0
region1_3,csp,power,2005-01-03 13:00:00,0.0
region1_3,csp,power,2005-01-03 14:00:00,0.0
region1_3,csp,power,2005-01-03 15:00:00,0.08574499160753885
region1_3,csp,power,2005-01-03 16:00:00,0.6765851853258047
region1_3,csp,power,2005-01-03 17:00:00,0.5529648580661933
region1_3,csp,power,2005-01-03 18:00:00,0.0
region1_3,csp,power,2005-01-03 19:00:00,0.0
region1_3,csp,power,2005-01-03 20:00:00,0.0
region1_3,csp,power,2005-01-03 21:00:00,0.0
region1_3,csp,power,2005-01-03 22:00:00,0.0
region1_3,csp,power,2005-01-03 23:00:00,0.0
region1_3,csp,power,2005-01-04 00:00:00,0.0
region1_3,csp,power,2005-01-04 01:00:00,0.0
region1_3,csp,power,2005-01-04 02:00:00,0.0
region1_3,csp,power,2005-01-04 03:00:00,0.0
region1_3,csp,power,2005-01-04 04:00:00,0.0
region1_3,csp,power,2005-01-04 05:00:00,0.0
region1_3,csp,power,2005-01-04 06:00:00,0.0
region1_3,csp,power,2005-01-04 07:00:00,0.0
region1_3,csp,power,2005-01-04 08:00:00,0.0
region1_3,csp,power,2005-01-04 09:00:00,0.0
region1_3,csp,power,2005-01-04 10:00:00,0.0
region1_3,csp,power,2005-01-04 11:00:00,0.0
region1_3,csp,power,2005-01-04 12:00:00,0.0
region1_3,csp,power,2005-01-04 13:00:00,0.0
region1_3,csp,power,2005-01-04 14:00:00,0.0
region1_3,csp,power,2005-01-04 15:00:00,0.26139526279913966
region1_3,csp,power,2005-01-04 16:00:00,0.8717605729440819
region1_3,csp,power,2005-01-04 17:00:00,0.76316296624691
region1_3,csp,power,2005-01-04 18:00:00,0.06364402561708536
region1_3,csp,power,2005-01-04 19:00:00,0.0
region1_3,csp,power,2005-01-04 20:00:00,0.0
region1_3,csp,power,2005-01-04 21:00:00,0.0
region1_3,csp,power,2005-01-04 22:00:00,0.0
region1_3,csp,power,2005-01-04 23:00:00,0.0
region1_3,csp,power,2005-01-05 00:00:00,0.0
region1_3,csp,power,2005-01-05 01:00:00,0.0
region1_3,csp,power,2005-01-05 02:00:00,0.0
region1_3,csp,power,2005-01-05 03:00:00,0.0
region1_3,csp,power,2005-01-05 04:00:00,0.0
region1_3,csp,power,2005-01-05 05:00:00,0.0
region1_3,csp,power,2005-01-05 06:00:00,0.0
region1_3,csp,power,2005-01-05 07:00:00,0.0
region1_3,csp,power,2005-01-05 08:00:00,0.0
region1_3,csp,power,2005-01-05 09:00:00,0.0
region1_3,csp,power,2005-01-05 10:00:00,0.0
region1_3,csp,power,2005-01-05 11:00:00,0.0
region1_3,csp,power,2005-01-05 12:00:00,0.0
region1_3,csp,power,2005-01-05 13:00:00,0.0
region1_3,csp,power,2005-01-05 14:00:00,0.0
region1_3,csp,power,2005-01-05 15:00:00,0.3629422864916955
region1_3,csp,power,2005-01-05 16:00:00,0.9000000039467005
region1_3,csp,power,2005-01-05 17:00:00,0.7221109669293736
region1_3,csp,power,2005-01-05 18:00:00,0.036711743379538274
region1_3,csp,power,2005-01-05 19:00:00,0.0
region1_3,csp,power,2005-01-05 20:00:00,0.0
region1_3,csp,power,2005-01-05 21:00:00,0.0
region1_3,csp,power,2005-01-05 22:00:00,0.0
region1_3,csp,power,2005-01-05 23:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 00:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 01:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 02:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 03:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 04:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 05:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 06:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 07:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 08:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 09:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 10:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 11:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 12:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 13:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 14:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 15:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 16:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 17:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 18:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 19:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 20:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 21:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 22:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-01 23:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 00:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 01:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 02:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 03:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 04:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 05:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 06:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 07:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 08:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 09:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 10:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 11:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 12:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 13:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 14:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 15:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 16:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 17:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 18:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 19:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 20:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 21:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 22:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-02 23:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 00:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 01:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 02:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 03:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 04:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 05:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 06:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 07:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 08:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 09:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 10:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 11:00:00,0.0
region1_3,region1_to_region1_3,power,2005-01-03 12:00:00,0.0
