nodes,techs,carriers,timesteps,flow_in
X3,demand_heat,heat,2005-07-02 05:00:00,0.0156
X3,demand_heat,heat,2005-07-02 06:00:00,0.0156
X3,demand_heat,heat,2005-07-02 07:00:00,0.86029011
X3,demand_heat,heat,2005-07-02 08:00:00,0.0156
X3,demand_heat,heat,2005-07-02 09:00:00,0.86029324
X3,demand_heat,heat,2005-07-02 10:00:00,0.0156
X3,demand_heat,heat,2005-07-02 11:00:00,0.0156
X3,demand_heat,heat,2005-07-02 12:00:00,0.86040202
X3,demand_heat,heat,2005-07-02 13:00:00,0.86035176
X3,demand_heat,heat,2005-07-02 14:00:00,0.0156
X3,demand_heat,heat,2005-07-02 15:00:00,0.0156
X3,demand_heat,heat,2005-07-02 16:00:00,0.86033536
X3,demand_heat,heat,2005-07-02 17:00:00,0.0156
X3,demand_heat,heat,2005-07-02 18:00:00,0.0156
X3,demand_heat,heat,2005-07-02 19:00:00,0.86029112
X3,demand_heat,heat,2005-07-02 20:00:00,0.0156
X3,demand_heat,heat,2005-07-02 21:00:00,0.86030016
X3,demand_heat,heat,2005-07-02 22:00:00,0.0156
X3,demand_heat,heat,2005-07-02 23:00:00,0.86028986
