nodes,techs,carriers,timesteps,flow_in
X2,N1_to_X2,heat,2005-07-01 07:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 08:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 09:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 10:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 11:00:00,77.120999
X2,N1_to_X2,heat,2005-07-01 12:00:00,81.076518
X2,N1_to_X2,heat,2005-07-01 13:00:00,81.243102
X2,N1_to_X2,heat,2005-07-01 14:00:00,76.463779
X2,N1_to_X2,heat,2005-07-01 15:00:00,108.08021
X2,N1_to_X2,heat,2005-07-01 16:00:00,84.608254
X2,N1_to_X2,heat,2005-07-01 17:00:00,61.767284
X2,N1_to_X2,heat,2005-07-01 18:00:00,22.833842
X2,N1_to_X2,heat,2005-07-01 19:00:00,26.836357
X2,N1_to_X2,heat,2005-07-01 20:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 21:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 22:00:00,0.0
X2,N1_to_X2,heat,2005-07-01 23:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 00:00:00,0.90309714
X2,N1_to_X2,heat,2005-07-02 01:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 02:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 03:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 04:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 05:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 06:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 07:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 08:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 09:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 10:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 11:00:00,78.536032
X2,N1_to_X2,heat,2005-07-02 12:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 13:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 14:00:00,84.981599
X2,N1_to_X2,heat,2005-07-02 15:00:00,105.62821
X2,N1_to_X2,heat,2005-07-02 16:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 17:00:00,67.596174
X2,N1_to_X2,heat,2005-07-02 18:00:00,23.800118
X2,N1_to_X2,heat,2005-07-02 19:00:00,29.142736
X2,N1_to_X2,heat,2005-07-02 20:00:00,23.311546
X2,N1_to_X2,heat,2005-07-02 21:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 22:00:00,0.0
X2,N1_to_X2,heat,2005-07-02 23:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 00:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 01:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 02:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 03:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 04:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 05:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 06:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 07:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 08:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 09:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 10:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 11:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 12:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 13:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 14:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 15:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 16:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 17:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 18:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 19:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 20:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 21:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 22:00:00,0.0
X2,X1_to_X2,electricity,2005-07-01 23:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 00:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 01:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 02:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 03:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 04:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 05:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 06:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 07:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 08:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 09:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 10:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 11:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 12:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 13:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 14:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 15:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 16:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 17:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 18:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 19:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 20:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 21:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 22:00:00,0.0
X2,X1_to_X2,electricity,2005-07-02 23:00:00,0.0
X2,boiler,gas,2005-07-01 00:00:00,0.0
X2,boiler,gas,2005-07-01 01:00:00,4.8052305
X2,boiler,gas,2005-07-01 02:00:00,11.306472
X2,boiler,gas,2005-07-01 03:00:00,43.611046
X2,boiler,gas,2005-07-01 04:00:00,62.559369
X2,boiler,gas,2005-07-01 05:00:00,61.050965
X2,boiler,gas,2005-07-01 06:00:00,145.23685
X2,boiler,gas,2005-07-01 07:00:00,226.85938
X2,boiler,gas,2005-07-01 08:00:00,97.960299
X2,boiler,gas,2005-07-01 09:00:00,16.773432
X2,boiler,gas,2005-07-01 10:00:00,0.0
X2,boiler,gas,2005-07-01 11:00:00,0.0
X2,boiler,gas,2005-07-01 12:00:00,0.0
X2,boiler,gas,2005-07-01 13:00:00,0.0
X2,boiler,gas,2005-07-01 14:00:00,0.0
X2,boiler,gas,2005-07-01 15:00:00,0.0
X2,boiler,gas,2005-07-01 16:00:00,0.0
X2,boiler,gas,2005-07-01 17:00:00,0.0
X2,boiler,gas,2005-07-01 18:00:00,0.0
X2,boiler,gas,2005-07-01 19:00:00,0.0
X2,boiler,gas,2005-07-01 20:00:00,0.0
X2,boiler,gas,2005-07-01 21:00:00,101.24333
X2,boiler,gas,2005-07-01 22:00:00,55.478351
X2,boiler,gas,2005-07-01 23:00:00,22.610468
X2,boiler,gas,2005-07-02 00:00:00,0.0
X2,boiler,gas,2005-07-02 01:00:00,18.027177
X2,boiler,gas,2005-07-02 02:00:00,23.577177
X2,boiler,gas,2005-07-02 03:00:00,40.563676
X2,boiler,gas,2005-07-02 04:00:00,60.166816
X2,boiler,gas,2005-07-02 05:00:00,55.169512
X2,boiler,gas,2005-07-02 06:00:00,125.34129
X2,boiler,gas,2005-07-02 07:00:00,215.20415
X2,boiler,gas,2005-07-02 08:00:00,99.995542
X2,boiler,gas,2005-07-02 09:00:00,38.252701
X2,boiler,gas,2005-07-02 10:00:00,0.0
X2,boiler,gas,2005-07-02 11:00:00,0.0
X2,boiler,gas,2005-07-02 12:00:00,0.0
X2,boiler,gas,2005-07-02 13:00:00,0.0
X2,boiler,gas,2005-07-02 14:00:00,0.0
X2,boiler,gas,2005-07-02 15:00:00,0.0
X2,boiler,gas,2005-07-02 16:00:00,0.0
X2,boiler,gas,2005-07-02 17:00:00,0.0
X2,boiler,gas,2005-07-02 18:00:00,0.0
X2,boiler,gas,2005-07-02 19:00:00,0.0
X2,boiler,gas,2005-07-02 20:00:00,0.0
X2,boiler,gas,2005-07-02 21:00:00,105.63477
X2,boiler,gas,2005-07-02 22:00:00,41.552015
X2,boiler,gas,2005-07-02 23:00:00,1.0442145
X2,demand_electricity,electricity,2005-07-01 00:00:00,94.545801
X2,demand_electricity,electricity,2005-07-01 01:00:00,76.960619
X2,demand_electricity,electricity,2005-07-01 02:00:00,77.47575
X2,demand_electricity,electricity,2005-07-01 03:00:00,77.47575
X2,demand_electricity,electricity,2005-07-01 04:00:00,82.731496
X2,demand_electricity,electricity,2005-07-01 05:00:00,148.53348
X2,demand_electricity,electricity,2005-07-01 06:00:00,189.57082
X2,demand_electricity,electricity,2005-07-01 07:00:00,238.73471
X2,demand_electricity,electricity,2005-07-01 08:00:00,244.28449
X2,demand_electricity,electricity,2005-07-01 09:00:00,231.44018
X2,demand_electricity,electricity,2005-07-01 10:00:00,222.53077
X2,demand_electricity,electricity,2005-07-01 11:00:00,222.59303
X2,demand_electricity,electricity,2005-07-01 12:00:00,204.43903
X2,demand_electricity,electricity,2005-07-01 13:00:00,196.12892
X2,demand_electricity,electricity,2005-07-01 14:00:00,204.48819
X2,demand_electricity,electricity,2005-07-01 15:00:00,225.94202
X2,demand_electricity,electricity,2005-07-01 16:00:00,193.13272
X2,demand_electricity,electricity,2005-07-01 17:00:00,259.50778
X2,demand_electricity,electricity,2005-07-01 18:00:00,249.02487
X2,demand_electricity,electricity,2005-07-01 19:00:00,260.25163
X2,demand_electricity,electricity,2005-07-01 20:00:00,254.6056
X2,demand_electricity,electricity,2005-07-01 21:00:00,205.44951
X2,demand_electricity,electricity,2005-07-01 22:00:00,135.23257
X2,demand_electricity,electricity,2005-07-01 23:00:00,94.738975
X2,demand_electricity,electricity,2005-07-02 00:00:00,102.58251
X2,demand_electricity,electricity,2005-07-02 01:00:00,85.898809
X2,demand_electricity,electricity,2005-07-02 02:00:00,84.353416
X2,demand_electricity,electricity,2005-07-02 03:00:00,86.671505
X2,demand_electricity,electricity,2005-07-02 04:00:00,90.896989
X2,demand_electricity,electricity,2005-07-02 05:00:00,147.76078
X2,demand_electricity,electricity,2005-07-02 06:00:00,199.09947
X2,demand_electricity,electricity,2005-07-02 07:00:00,238.77751
X2,demand_electricity,electricity,2005-07-02 08:00:00,235.11987
X2,demand_electricity,electricity,2005-07-02 09:00:00,231.64847
X2,demand_electricity,electricity,2005-07-02 10:00:00,227.17184
X2,demand_electricity,electricity,2005-07-02 11:00:00,227.21332
X2,demand_electricity,electricity,2005-07-02 12:00:00,199.83841
X2,demand_electricity,electricity,2005-07-02 13:00:00,191.53723
X2,demand_electricity,electricity,2005-07-02 14:00:00,199.89551
X2,demand_electricity,electricity,2005-07-02 15:00:00,221.32457
X2,demand_electricity,electricity,2005-07-02 16:00:00,188.34488
X2,demand_electricity,electricity,2005-07-02 17:00:00,249.96225
X2,demand_electricity,electricity,2005-07-02 18:00:00,248.89411
X2,demand_electricity,electricity,2005-07-02 19:00:00,269.34435
X2,demand_electricity,electricity,2005-07-02 20:00:00,245.41236
X2,demand_electricity,electricity,2005-07-02 21:00:00,196.28096
X2,demand_electricity,electricity,2005-07-02 22:00:00,135.28924
X2,demand_electricity,electricity,2005-07-02 23:00:00,103.74156
X2,demand_heat,heat,2005-07-01 00:00:00,64.731991
X2,demand_heat,heat,2005-07-01 01:00:00,70.453439
X2,demand_heat,heat,2005-07-01 02:00:00,77.192976
X2,demand_heat,heat,2005-07-01 03:00:00,104.55644
X2,demand_heat,heat,2005-07-01 04:00:00,123.22844
X2,demand_heat,heat,2005-07-01 05:00:00,167.66882
X2,demand_heat,heat,2005-07-01 06:00:00,264.88709
X2,demand_heat,heat,2005-07-01 07:00:00,365.13767
X2,demand_heat,heat,2005-07-01 08:00:00,258.17259
X2,demand_heat,heat,2005-07-01 09:00:00,190.58558
X2,demand_heat,heat,2005-07-01 10:00:00,148.18712
X2,demand_heat,heat,2005-07-01 11:00:00,113.12163
X2,demand_heat,heat,2005-07-01 12:00:00,109.16611
X2,demand_heat,heat,2005-07-01 13:00:00,108.99952
X2,demand_heat,heat,2005-07-01 14:00:00,113.77885
X2,demand_heat,heat,2005-07-01 15:00:00,82.162417
X2,demand_heat,heat,2005-07-01 16:00:00,105.63437
X2,demand_heat,heat,2005-07-01 17:00:00,128.47534
X2,demand_heat,heat,2005-07-01 18:00:00,167.40878
X2,demand_heat,heat,2005-07-01 19:00:00,163.40627
X2,demand_heat,heat,2005-07-01 20:00:00,168.50936
X2,demand_heat,heat,2005-07-01 21:00:00,242.73223
X2,demand_heat,heat,2005-07-01 22:00:00,155.37391
X2,demand_heat,heat,2005-07-01 23:00:00,98.126256
X2,demand_heat,heat,2005-07-02 00:00:00,83.269962
X2,demand_heat,heat,2005-07-02 01:00:00,88.824341
X2,demand_heat,heat,2005-07-02 02:00:00,91.413267
X2,demand_heat,heat,2005-07-02 03:00:00,108.04361
X2,demand_heat,heat,2005-07-02 04:00:00,126.49844
X2,demand_heat,heat,2005-07-02 05:00:00,160.8879
X2,demand_heat,heat,2005-07-02 06:00:00,252.42389
X2,demand_heat,heat,2005-07-02 07:00:00,351.66324
X2,demand_heat,heat,2005-07-02 08:00:00,248.15442
X2,demand_heat,heat,2005-07-02 09:00:00,188.01276
X2,demand_heat,heat,2005-07-02 10:00:00,147.32131
X2,demand_heat,heat,2005-07-02 11:00:00,111.70659
X2,demand_heat,heat,2005-07-02 12:00:00,108.49909
X2,demand_heat,heat,2005-07-02 13:00:00,108.1538
X2,demand_heat,heat,2005-07-02 14:00:00,105.26103
X2,demand_heat,heat,2005-07-02 15:00:00,84.614417
X2,demand_heat,heat,2005-07-02 16:00:00,104.54987
X2,demand_heat,heat,2005-07-02 17:00:00,122.64645
X2,demand_heat,heat,2005-07-02 18:00:00,166.44251
X2,demand_heat,heat,2005-07-02 19:00:00,161.09989
X2,demand_heat,heat,2005-07-02 20:00:00,166.93108
X2,demand_heat,heat,2005-07-02 21:00:00,240.03483
X2,demand_heat,heat,2005-07-02 22:00:00,143.57646
X2,demand_heat,heat,2005-07-02 23:00:00,86.082014
X3,N1_to_X3,heat,2005-07-01 00:00:00,10.366999
X3,N1_to_X3,heat,2005-07-01 01:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 02:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 03:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 04:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 05:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 06:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 07:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 08:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 09:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 10:00:00,4.7935974
X3,N1_to_X3,heat,2005-07-01 11:00:00,9.0030817
X3,N1_to_X3,heat,2005-07-01 12:00:00,9.2090148
X3,N1_to_X3,heat,2005-07-01 13:00:00,8.9769101
X3,N1_to_X3,heat,2005-07-01 14:00:00,9.2114637
X3,N1_to_X3,heat,2005-07-01 15:00:00,9.1262463
X3,N1_to_X3,heat,2005-07-01 16:00:00,9.6044208
X3,N1_to_X3,heat,2005-07-01 17:00:00,9.5221699
X3,N1_to_X3,heat,2005-07-01 18:00:00,10.366999
X3,N1_to_X3,heat,2005-07-01 19:00:00,9.5221821
X3,N1_to_X3,heat,2005-07-01 20:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 21:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 22:00:00,0.0
X3,N1_to_X3,heat,2005-07-01 23:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 00:00:00,10.34137
X3,N1_to_X3,heat,2005-07-02 01:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 02:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 03:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 04:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 05:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 06:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 07:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 08:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 09:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 10:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 11:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 12:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 13:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 14:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 15:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 16:00:00,9.5222637
X3,N1_to_X3,heat,2005-07-02 17:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 18:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 19:00:00,9.522308
X3,N1_to_X3,heat,2005-07-02 20:00:00,10.366999
X3,N1_to_X3,heat,2005-07-02 21:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 22:00:00,0.0
X3,N1_to_X3,heat,2005-07-02 23:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 00:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 01:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 02:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 03:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 04:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 05:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 06:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 07:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 08:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 09:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 10:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 11:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 12:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 13:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 14:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 15:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 16:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 17:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 18:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 19:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 20:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 21:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 22:00:00,0.0
X3,X1_to_X3,electricity,2005-07-01 23:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 00:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 01:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 02:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 03:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 04:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 05:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 06:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 07:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 08:00:00,1.5095879
X3,X1_to_X3,electricity,2005-07-02 09:00:00,8.0545879
X3,X1_to_X3,electricity,2005-07-02 10:00:00,13.239588
X3,X1_to_X3,electricity,2005-07-02 11:00:00,14.344588
X3,X1_to_X3,electricity,2005-07-02 12:00:00,11.837088
X3,X1_to_X3,electricity,2005-07-02 13:00:00,5.547088
X3,X1_to_X3,electricity,2005-07-02 14:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 15:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 16:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 17:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 18:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 19:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 20:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 21:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 22:00:00,0.0
X3,X1_to_X3,electricity,2005-07-02 23:00:00,0.0
X3,boiler,gas,2005-07-01 00:00:00,0.0
X3,boiler,gas,2005-07-01 01:00:00,0.018352941
X3,boiler,gas,2005-07-01 02:00:00,0.018352941
X3,boiler,gas,2005-07-01 03:00:00,0.018352941
X3,boiler,gas,2005-07-01 04:00:00,0.018352941
X3,boiler,gas,2005-07-01 05:00:00,0.018352941
X3,boiler,gas,2005-07-01 06:00:00,0.018352941
X3,boiler,gas,2005-07-01 07:00:00,0.018352941
X3,boiler,gas,2005-07-01 08:00:00,0.018352941
X3,boiler,gas,2005-07-01 09:00:00,0.018352941
X3,boiler,gas,2005-07-01 10:00:00,0.0
X3,boiler,gas,2005-07-01 11:00:00,0.0
X3,boiler,gas,2005-07-01 12:00:00,0.0
X3,boiler,gas,2005-07-01 13:00:00,0.0
X3,boiler,gas,2005-07-01 14:00:00,0.0
X3,boiler,gas,2005-07-01 15:00:00,0.0
X3,boiler,gas,2005-07-01 16:00:00,0.0
X3,boiler,gas,2005-07-01 17:00:00,0.0
X3,boiler,gas,2005-07-01 18:00:00,0.0
X3,boiler,gas,2005-07-01 19:00:00,0.0
X3,boiler,gas,2005-07-01 20:00:00,0.0
X3,boiler,gas,2005-07-01 21:00:00,0.018352941
X3,boiler,gas,2005-07-01 22:00:00,0.018352941
X3,boiler,gas,2005-07-01 23:00:00,0.018352941
X3,boiler,gas,2005-07-02 00:00:00,0.0
X3,boiler,gas,2005-07-02 01:00:00,0.018352941
X3,boiler,gas,2005-07-02 02:00:00,0.018352941
X3,boiler,gas,2005-07-02 03:00:00,0.018352941
X3,boiler,gas,2005-07-02 04:00:00,0.018352941
X3,boiler,gas,2005-07-02 05:00:00,0.018352941
X3,boiler,gas,2005-07-02 06:00:00,0.018352941
X3,boiler,gas,2005-07-02 07:00:00,0.018352941
X3,boiler,gas,2005-07-02 08:00:00,0.018352941
X3,boiler,gas,2005-07-02 09:00:00,0.018352941
X3,boiler,gas,2005-07-02 10:00:00,0.0
X3,boiler,gas,2005-07-02 11:00:00,0.0
X3,boiler,gas,2005-07-02 12:00:00,0.0
X3,boiler,gas,2005-07-02 13:00:00,0.0
X3,boiler,gas,2005-07-02 14:00:00,0.0
X3,boiler,gas,2005-07-02 15:00:00,0.0
X3,boiler,gas,2005-07-02 16:00:00,0.0
X3,boiler,gas,2005-07-02 17:00:00,0.0
X3,boiler,gas,2005-07-02 18:00:00,0.0
X3,boiler,gas,2005-07-02 19:00:00,0.0
X3,boiler,gas,2005-07-02 20:00:00,0.0
X3,boiler,gas,2005-07-02 21:00:00,0.018352941
X3,boiler,gas,2005-07-02 22:00:00,0.018352941
X3,boiler,gas,2005-07-02 23:00:00,0.018352941
X3,demand_electricity,electricity,2005-07-01 00:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 01:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 02:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 03:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 04:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 05:00:00,30.212425
X3,demand_electricity,electricity,2005-07-01 06:00:00,35.233307
X3,demand_electricity,electricity,2005-07-01 07:00:00,61.395269
X3,demand_electricity,electricity,2005-07-01 08:00:00,63.642962
X3,demand_electricity,electricity,2005-07-01 09:00:00,62.679665
X3,demand_electricity,electricity,2005-07-01 10:00:00,64.927357
X3,demand_electricity,electricity,2005-07-01 11:00:00,63.642962
X3,demand_electricity,electricity,2005-07-01 12:00:00,61.07417
X3,demand_electricity,electricity,2005-07-01 13:00:00,32.664516
X3,demand_electricity,electricity,2005-07-01 14:00:00,31.38012
X3,demand_electricity,electricity,2005-07-01 15:00:00,31.750872
X3,demand_electricity,electricity,2005-07-01 16:00:00,24.224967
X3,demand_electricity,electricity,2005-07-01 17:00:00,21.152155
X3,demand_electricity,electricity,2005-07-01 18:00:00,20.966804
X3,demand_electricity,electricity,2005-07-01 19:00:00,19.905947
X3,demand_electricity,electricity,2005-07-01 20:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 21:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 22:00:00,18.762912
X3,demand_electricity,electricity,2005-07-01 23:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 00:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 01:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 02:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 03:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 04:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 05:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 06:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 07:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 08:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 09:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 10:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 11:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 12:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 13:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 14:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 15:00:00,18.954418
X3,demand_electricity,electricity,2005-07-02 16:00:00,19.145924
X3,demand_electricity,electricity,2005-07-02 17:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 18:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 19:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 20:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 21:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 22:00:00,18.762912
X3,demand_electricity,electricity,2005-07-02 23:00:00,18.762912
X3,demand_heat,heat,2005-07-01 00:00:00,0.0156
X3,demand_heat,heat,2005-07-01 01:00:00,0.86032203
X3,demand_heat,heat,2005-07-01 02:00:00,0.0156
X3,demand_heat,heat,2005-07-01 03:00:00,0.0156
X3,demand_heat,heat,2005-07-01 04:00:00,0.86040695
X3,demand_heat,heat,2005-07-01 05:00:00,7.2633267
X3,demand_heat,heat,2005-07-01 06:00:00,9.3982291
X3,demand_heat,heat,2005-07-01 07:00:00,5.7928418
X3,demand_heat,heat,2005-07-01 08:00:00,3.3225851
X3,demand_heat,heat,2005-07-01 09:00:00,1.9272639
X3,demand_heat,heat,2005-07-01 10:00:00,1.6216188
X3,demand_heat,heat,2005-07-01 11:00:00,1.3795174
X3,demand_heat,heat,2005-07-01 12:00:00,1.1735843
X3,demand_heat,heat,2005-07-01 13:00:00,1.405689
X3,demand_heat,heat,2005-07-01 14:00:00,1.1711354
X3,demand_heat,heat,2005-07-01 15:00:00,1.2563528
X3,demand_heat,heat,2005-07-01 16:00:00,0.7781783
X3,demand_heat,heat,2005-07-01 17:00:00,0.86042919
X3,demand_heat,heat,2005-07-01 18:00:00,0.0156
X3,demand_heat,heat,2005-07-01 19:00:00,0.86041696
X3,demand_heat,heat,2005-07-01 20:00:00,0.0156
X3,demand_heat,heat,2005-07-01 21:00:00,0.86032141
X3,demand_heat,heat,2005-07-01 22:00:00,0.0156
X3,demand_heat,heat,2005-07-01 23:00:00,0.83467155
X3,demand_heat,heat,2005-07-02 00:00:00,0.041228722
X3,demand_heat,heat,2005-07-02 01:00:00,0.0156
X3,demand_heat,heat,2005-07-02 02:00:00,0.86029129
X3,demand_heat,heat,2005-07-02 03:00:00,0.0156
X3,demand_heat,heat,2005-07-02 04:00:00,0.86038648
